able,〜することができる,形容詞,Sorry， I don't think I'm gonna be able to.,ごめん。出来るとは思えないよ。
absolute,絶対的な；完全な,形容詞,That's the absolute truth.,それは全くの真実です。
acceptable,許容できる,形容詞,Driving after drinking alcohol is not acceptable behavior.,飲酒運転が許される行為ではない。
actual,実際の,形容詞,That is an actual fact.,それは実際にあった事だ。
additional,追加の,形容詞,How much was the additional charge?,割り増し料金はいくらでしたか。
afraid,怖がって,形容詞,Every person who is alone is alone because they are afraid of others.,孤独な人は、他人を恐れるから一人なのだ。
angry,腹を立てている,形容詞,Are you angry at what I said?,君は僕が言ったことに腹を立てているのか。
apparent,明白な,形容詞,It was apparent that there was no way out.,解決策がないのは明らかだった。
ashamed,恥じている,形容詞,You should be ashamed of your ignorance.,君は自分の無知を恥じるべきである。
aware,気づいている,形容詞,Are you aware of how much she loves you?,君は彼女がどんなに君を愛しているか気づいているのか。
awful,恐ろしい；ひどい,形容詞,It's an awful shame your wife couldn't come.,奥さんが来れなかったなんて至極残念です。
bad,悪い,形容詞,It's too bad that I don't need to lose weight.,痩せる必要がないというのは残念だ。
basic,基本的な,形容詞,I think your basic theory is wrong.,君の基本的な理論はおかしいと思う。
beautiful,美しい,形容詞,Innocence is a beautiful thing.,潔白であることは美しいことだ。
big,大きい,形容詞,You're running a big risk in trusting him.,君は大きな危険を冒しながら、彼に任せている事になる。
black,黒い,形容詞,She was wearing a black hat.,彼女は黒い帽子をかぶっていた。
bloody,血がついた，ひどく,形容詞,I'd like a Bloody Mary.,ブラッディーマリーをください。
blue,青い,形容詞,The sky is as blue as blue can be.,空はあくまでも青い。
both,両方,形容詞,I'll get something to drink for both of you.,君たち二人に何か飲み物を持ってきてあげよう。
bright,明るい;  まぶしい,形容詞,You have a bright future.,君には明るい未来がある。
brown,茶色の,形容詞,Mr Brown took charge of this class last year.,去年ブラウン先生がこのクラスを受け持った。
busy,忙しい,形容詞,Life is what happens to you while you're busy making other plans.,人生とは、他の予定を立てることに忙しくしている時に起こる現象のことだ。
careful,注意深い,形容詞,You must be careful not to make him angry.,君は彼を怒らせないように気をつけなければならない。
central,中央の； 主要な,形容詞,Isn't this Central Driving School?,そちらはセントラル自動車学校ではないんですか。
certain,確信している；必ず～する；明白である；若干の,形容詞,I'm certain of your success.,僕は君が成功すると確信している。
cheap,安い,形容詞,Buy cheap and waste your money.,安物買いの銭失い。
clean,きれいな；清潔な,形容詞,You had better make a clean breast of everything.,君はすべてのことを打ち明けるほうがよい。
clear,はっきりした,形容詞,You must clear the table.,君は食卓の上を片づけなければならない。
cold,冷たい；寒い,形容詞,You'll soon get accustomed to this cold weather.,君はこの寒さにすぐ慣れるだろう。
comfortable,快適な； 心地よい,形容詞,It's so comfortable here， I really feel at home.,居心地がよく、自分の家みたい。
continuous,連続的な,形容詞,There was a continuous line of cars.,延々と続く車の列があった。
cool,涼しい；冷たい,形容詞,It would be so cool if I could speak ten languages!,10ヶ国語を話せたらどんなにかっこいいだろう！
crazy,気が狂った；夢中である,形容詞,How did you come up with this crazy idea?,こんな馬鹿げた考えをどうやって思いついたんだ？
daily,日々,形容詞,Most people write about their daily life.,多くの人が日常のことについて文を書く。
dangerous,危険な,形容詞,You're stepping into dangerous territory.,君は危険な領域に踏み込んでいるよ。
dark,暗い,形容詞,It's all dark outside.,外は真っ暗だ。
dead,死んでいる,形容詞,It's a dead end.,行き止まりだ。
dear,親愛な,形容詞,This book is too dear for me.,この本は私に高すぎる。
deep,深い,形容詞,It's as deep as it is wide.,間口も広いが奥行きも同様に深い。
dependent,他人に頼っている,形容詞,The taste of wine is largely dependent upon the weather.,ぶどう酒の味は天候に大きく左右されるんです。
different,異なる；いろいろな；変わった,形容詞,I suppose it's different when you think about it over the long term.,長い目で見れば違ってくると思います。
difficult,難しい,形容詞,It's quite difficult to master French in 2 or 3 years.,２、３年でフランス語に熟達するのはきわめて難しい。
dirty,汚い,形容詞,"He exclaimed， ""What a dirty face you have!""",何と汚れた顔をしているんだ、と彼は私に言った。
double,二倍，二倍の、二重の,形容詞,Your book is double the size of mine.,君の本は私の本の２倍の大きさだ。
dry,乾いた,形容詞,I will dry your T-shirt.,君のＴシャツを乾かしてあげましょう。
early,早い；初期の,形容詞,The early bird catches the worm.,朝起きは三文の徳。
easy,簡単な；ゆったりした,形容詞,You are working too hard. Take it easy for a while.,君は働きすぎだよ。しばらくのんびりしたら。
educational,教育の,形容詞,The educational system is in transition.,教育制度は過渡期にある。
either,どちらか,形容詞,You may take either the big box or the small one.,君は大きい箱か小さい箱のどちらかをとっていいよ。
empty,空っぽの,形容詞,My life would be completely empty without you.,君がいなければ私の人生は全くむなしいだろう。
enough,十分な，十分に,形容詞,You are not old enough to go swimming by yourself.,君は独りで泳ぎに行ける歳ではない。
everyday,毎日；日常の,形容詞,In everyday life we have many obligations and responsibilities.,我々は、日常生活の中に多くの義務や責任を担っている。
exact,正確な,形容詞,Scholarship must always be exact whether it is interesting or not.,学問は興味を持たせる物であろうとなかろうと、常に正確でなければならない。
expensive,値段が高い,形容詞,Your watch is more expensive than mine.,君の時計の方が私の時計より値段が高い。
extra,余分の，余分なもの,形容詞,My wife's part-time job brings in a little extra money.,家内のパートの仕事で少々余分な金が入る。
fair,公正な；公平な,形容詞,The sky promises fair weather.,この空模様ではよい天気になりそうだ。
far,遠い,形容詞,I want a boat that will take me far away from here.,ここから遠くまで行けるボートが欲しいです。
fast,速い,形容詞,I'm tired of eating fast food.,ファストフードはもう飽きた。
favorite,お気に入りの,形容詞,Winter is my favorite season.,冬は私の一番好きな季節です。
few,少ない；ほとんどない,形容詞,It took me more than two hours to translate a few pages of English.,２、３ページの英語を訳すのに２時間以上もかかりました。
final,最後の,形容詞,Our professor promised to hold off on the final exam for another week.,教授は期末試験を一週間延期すると約束した。
fine,十分な,形容詞,You're by my side; everything's fine now.,君が側にいてくれれば何もいらない。
fit,適している,形容詞,No one but a strong man is fit for the post.,強い人以外はその職には向かない。
flat,平らな,形容詞,I just lost at the races so I'm flat broke.,競馬で負けて、スッテンテンだよ。
fortunate,幸運な,形容詞,You are very fortunate that you have such friends.,君はそんな友人たちを持って幸せだ。
free,無料の,形容詞,A democrat is a free citizen who yields to the will of the majority.,民主主義者というのは、多数派の意思に従う自由な市民だ。
fresh,新しい,形容詞,It is still fresh in my memory.,記憶にまだ新しい。
front,前面,形容詞,Life lies in front of you.,君には前途がある。
full,いっぱいの；満ちた,形容詞,Why is life so full of suffering?,何で人生はこんなに苦悩でいっぱいなんだ？
funny,おかしい；妙な,形容詞,I hit my funny bone on the edge of the table.,机の端にヒジ先をぶつけちゃった。
further,さらに先へ；さらにまた,形容詞,You will find it stated a few pages further on.,君は数ページ先でそれが述べられているのを見つけるでしょう。
general,一般的な；全般的な,形容詞,The general feeling is that it's wrong.,一般人はそれは間違っていると感じている。
gentle,優しい；穏やかな,形容詞,In his school days he wasn't as gentle as he is now.,学生時代は彼は今ほど優しくなかった。
glad,うれしい,形容詞,He would be glad to hear that.,彼がそれを聞いたら喜ぶよ。
golden,黄金の,形容詞,The Golden Gate Bridge is made of iron.,金門橋は鉄でできている。
good,良い,形容詞,You are saying you intentionally hide your good looks?,自分のかっこ良さをわざと隠すということ？
happy,幸せ；嬉しい,形容詞,You look happy today.,今日はあなたは楽しそうですね。
hard,かたい,形容詞,You work as hard as he did at your age.,君は彼が君の年だったころと同じほどよく働く。
healthy,健康な,形容詞,You look as healthy as ever.,君は相変わらず健康そうに見える。
heavy,重い,形容詞,I was drenched to the skin because of the heavy rain.,強い雨のため私はずぶ濡れになった。
helpful,役立つ,形容詞,Your advice is always helpful to me.,君の助言はいつも私の役に立つ。
high,高い,形容詞,Back in high school， I got up at 6 a.m. every morning.,高校生の時は毎朝6時に起きていた。
historic,歴史上重要（有名）な,形容詞,The biologist is proud of his historic discovery.,その生物学者は自分の歴史的な発見を誇りに思っている。
historical,歴史の,形容詞,We have a rich historical heritage.,我々には豊かな歴史的遺産がある。
honest,正直,形容詞,You seem an honest man.,君は正直者のようだ。
horrible,恐ろしい,形容詞,I gasped with surprise at the horrible picture of the starving people.,飢えた人たちの写真にはっと息をのむ思いをした。
hot,熱い；暑い,形容詞,It's so hot that you could cook an egg on the hood of a car.,とても暑くて、車のボンネットで卵が焼けるよ。
huge,巨大な,形容詞,Seen from the sky， the river looked like a huge snake.,空から見ると川は巨大な蛇のように見えた。
important,重要な,形容詞,You never have time for important things!,重要なことに割ける時間はないよ！
impossible,不可能な,形容詞,It's impossible for me to explain it to you.,それをあなたに説明することは私には無理です。
inner,内側の,形容詞,Politicians never tell us their inner thoughts.,政治家は決して内心を見せない。
inside,内部；内側；内情，内側の，内側に,形容詞,You are wearing your socks inside out.,靴下を裏返しにはいてるよ。
its,それの,形容詞,Despite the importance of sleep， its purpose is a mystery.,睡眠は重要であるにもかかわらず、その役割は謎である。
key,かぎ，重要な,形容詞,The key question is not what can I gain but what do I have to lose.,鍵となる問題は何を得ることができるかではなく、何を失わなければならないかである。
large,大きい；広い,形容詞,Your income is about twice as large as mine.,君の収入は僕の収入の約２倍だ。
late,遅い,形容詞,I was late to school.,学校に遅刻した。
lazy,怠惰な,形容詞,It is because you are lazy that you cannot write your report.,君がレポートを書けないのは怠惰だからです。
less,より少ない，～差し引いて,形容詞,You are not less pretty than her.,君は彼女に、勝るとも劣らずかわいい。
little,小さい（可愛らしい）,形容詞,What's the matter? asked the little white rabbit.,「どうかしたの？」と小さな白いウサギが聞きました。
local,地元の；局部の，地元の人；局部,形容詞,Many local traditions have fallen into decay in recent years.,近年多くのそれぞれの地方の伝統が衰微してきている。
long,長い,形容詞,I suppose it's different when you think about it over the long term.,長い目で見れば違ってくると思います。
loud,音が大きい；うるさい；派手な,形容詞,You are always wearing a loud necktie.,君はいつも派手なネクタイをしている。
lovely,素敵な；愛らしい,形容詞,America is a lovely place to be， if you are here to earn money.,お金を稼ぎたいならアメリカが一番だ。
low,低い,形容詞,His low salary prevents him from buying the house.,彼の給料が安いために、彼はその家を買うことができない。
lucky,運のよい,形容詞,You're lucky because he didn't bite you.,彼にだまされなかったなんてついてるね。
mad,怒った,形容詞,She is mad at me.,彼女は私に怒っています。
main,主要な,形容詞,What is the main purpose of your studying English?,君が英語を勉強する主要な目的は何ですか。
major,主要な；重要な,形容詞,What's your major field?,君の専攻分野は何ですか。
master,上達な，熟練な,形容詞,It's quite difficult to master French in 2 or 3 years.,２、３年でフランス語に熟達するのはきわめて難しい。
more,より多くの， もっと,形容詞,For some reason I feel more alive at night.,私はなぜか夜の方が元気だ。
national,国立；国の,形容詞,We must all take care to preserve our national heritage.,我々は皆国家遺産を守るように気をつけなければならない。
natural,自然の,形容詞,We had better utilize our natural resources.,我々は天然資源をもっと有効に利用する必要がある。
near,近い，近くに,形容詞,Is there a youth hostel near here?,この辺りにユースホステルはありますか？
nearby,近くの，近くに,形容詞,The farmer that lived nearby came to investigate.,近所に住む農家が、その事故を見にやって来た。
necessary,必要な,形容詞,It is necessary for you to see a doctor at once.,君は直ちに医者に行く必要がある。
next,次の,形容詞,It may freeze next week.,来週には凍るかも知れない。
nice,よい；すてきな；親切な；立派な；微細な,形容詞,That's very nice of you， Willie answered.,「おっさん、やさしいなー。」ウィリーは言った。
normal,標準の；正常な,形容詞,The baby showed a normal development.,赤ん坊は正常な発育を示した。
obvious,明らかな,形容詞,It is obvious why you have a stomach-ache.,君がなぜ胃が痛いかははっきりしている。
off,～から離れて；休みの；停止して,形容詞,You must take off your hat in the room.,君は部屋の中では帽子をとらなくてはならない。
old,古い；年とった；昔の；～歳の,形容詞,I am too old for this world.,この業界ではもう年をとりすぎている。
open,開放された,形容詞,Don't open before the train stops.,電車が停まるまで開けないで。
orange,オレンジ色,形容詞,Yes， orange juice please， says Mike.,「ええ、オレンジジュースをお願いします」マイクは言った。
own,自分自身の,形容詞,You should attend to your own business.,君は自分の仕事に専心すべきだ。
particular,特定の；特有の，項目；詳細,形容詞,I have nothing particular to say.,改めて言う事はない。
perfect,完全な；完璧な,形容詞,To be perfect she lacked just one defect.,完璧であるには、欠点だけが欠けていた。
personal,個人的な,形容詞,Do you know how to use a personal computer?,貴方はパソコンの使い方を知っていますか。
poor,貧しい,形容詞,Your poor memory is due to poor listening habits.,君の記憶力が悪いのは人の話を聞く習慣がちゃんとできていないからだ。
possible,可能な；可能性がある,形容詞,Is it possible to take a shuttle bus from the airport to the hotel?,空港からホテルまでシャトルバスを利用できますか。
powerful,強力な；効力のある,形容詞,Our team competed with a powerful rival.,我々のチームは強力なライバルと競った。
pretty,かわいい；すてきな,形容詞,This looks pretty interesting， Hiroshi says.,「これはとてもおもしろそうだね」とひろしが言います。
proper,適切な,形容詞,You don't have proper dignity as chief of the section.,君は課長としての貫禄がないね。
public,公の；公的な,形容詞,I need to make an urgent call. Is there a public phone near here?,緊急の電話をしなくてはならないのですが、この近くに公衆電話がありますか。
quick,素早い；速い,形容詞,There's enough time for a quick snack.,急いで食事をするだけの時間はある。
quiet,静かな,形容詞,Nara is a quiet and beautiful city.,奈良は静かで、きれいな町です。
ready,用意のできた；～しがち；即座の,形容詞,You should be ready for the worst.,君は最悪の事態を覚悟しなくてはならない。
real,現実の；本物の,形容詞,What's your real purpose?,君の本当の目的は何だ。
reasonable,理性的な；合理的,形容詞,This letter is too long to have it translated at a reasonable price.,この手紙はながすぎて手ごろな値段で訳してもらえない。
recent,最近の,形容詞,Is it a recent picture?,それは最近の写真？
red,赤；血の色のような,形容詞,You ran a red light.,君は赤信号を無視して走りましたね。
responsible,責任がある；信頼できる,形容詞,You are responsible for what you do.,君は自分の行動に責任がある。
rich,金持ち；豊かな,形容詞,He is as rich as any man in this town.,彼はこの町で誰にも劣らず金持ちである。
right,右の；右に,形容詞,You really don't have the right priorities!,おまえってほんとに正しい優先順位がわかってないな。
rough,大ざっぱな；おおよその,形容詞,We had a rough crossing on an old ferry.,我々は古いフェリーで渡ってひどく揺れた。
round,丸い，円形,形容詞,Her eyes become round in surprise.,驚いて彼女は目を丸くした。
sad,悲しい,形容詞,This is such a sad story.,これは何とも悲しい物語です。
safe,安全な,形容詞,Your secret will be safe with me.,私は秘密を漏らしたりしません。
scientific,科学的,形容詞,This theory was founded on a scientific basis.,この理論は科学的な基礎の上に立っていた。
second,第二の,形容詞,Your second button is coming off.,君の二番目のボタンがとれそうだよ。
secondary,二番目の；二次的な,形容詞,Social relationships are secondary to this business.,社会的な関わり合いは、この仕事には二次的なのです。
serious,深刻な；真剣な；まじめな,形容詞,Let's have a serious talk about your future.,君の将来について真剣に話をしよう。
sexual,性的な,形容詞,Recent comics have too many violent and sexual scenes.,最近の漫画は暴力や性の描写が多すぎる。
sick,病気の,形容詞,I'm sick and tired of being sick and tired.,うんざりするのにももう疲れた。
simple,簡単な；単純な,形容詞,I can't tell her now. It's not that simple anymore.,もう彼女には言えないよ。そんなに単純なことではなくなってきたからね。
single,たった一つの,形容詞,What you have said applies only to single women.,君が言ったことは独身女性にしかあてはまらない。
slight,わずかな，軽視,形容詞,We had a slight difference of opinion.,我々にはわずかな意見の相違があった。
slow,遅い；遅くなる,形容詞,Business is so slow these days.,近頃は景気が良くない。
small,小さい,形容詞,You may take either the big box or the small one.,君は大きい箱か小さい箱のどちらかをとっていいよ。
soft,やわらかい；穏やかな,形容詞,Sweet scents are borne on soft breezes.,甘い香りがそよ風に乗ってくる。
south,南；南の；南へ,形容詞,The road tends to the south at the next village.,街道は次の村で南へ向かう。
special,特別な,形容詞,In case the shipment is delayed， we have special delay insurance.,荷物が遅れた場合、特別なＤ—Ｉ（連帯保険）がある。
star,星,形容詞,Not a star was to be seen in the sky.,夜空には星一つ見えなかった。
straight,まっすぐな,形容詞,Go straight ahead until you reach the church.,教会に着くまでまっすぐ行きなさい。
strange,奇妙な,形容詞,Sometimes he can be a strange guy.,彼は時々変です。
strong,強い；力強い,形容詞,Flying against a strong wind is very difficult.,強風に逆らって飛ぶのは大変なことだ。
stupid,ばか；頭が悪い,形容詞,My parents keep arguing about stupid things. It's so annoying!,両親がくだらないことで言い争っていて、とてもいらいらするよ。
sudden,突然の,形容詞,A sudden illness prevented him from going there.,急病のために彼はそこへ行くことができなかった。
suitable,適した；ふさわしい,形容詞,You are suitable for the job.,君はこの仕事にふさわしい。
sure,確信している,形容詞,Are you sure of your facts?,君は自分が申し立てていることに自信がありますか。
sweet,甘い,形容詞,Good night. Sweet dreams.,おやすみなさい、良い夢を！
tall,背の高い,形容詞,You are as tall as I am.,君は僕と同じ背の高さです。
terrible,ひどい；恐ろしい,形容詞,A terrible fate awaited him.,恐ろしい運命が彼を待ち受けていた。
that,それ；あれ；そのようなこと，その；あの，それくらい,形容詞,I can't live that kind of life.,私はそんな風には生きられない。
thick,ぶ厚い,形容詞,There was a thick fog around.,周りに濃霧が立ちこめていた。
this,この，これ，こんなに,形容詞,Education in this world disappoints me.,この世界の教育にはがっかりしてしまう。
through,〜を通じて; 〜を通して；完全に,形容詞,Many people drift through life without a purpose.,多くの人が目的なく人生を漂う。
tight,きつい；ピンと張った：詰まった；密接な；厳しい,形容詞,Your shoes are too tight.,君の靴はキツすぎる.
ugly,醜い,形容詞,The big ugly tree destroys the beauty of the house.,その大きな醜い木がその家の美観を損ねている。
unable,〜することができない,形容詞,I tried to reach you on the phone， but I was unable to get through.,君になんとか電話で連絡をとろうとしたのですが、駄目でした。
unclear,はっきりしない； 不明確な,形容詞,Has anything been unclear so far?,ここまででご不明な点はございませんか？
under,以下の,形容詞,The ice will give under your weight.,君の重さじゃ氷が割れるよ。
unusual,珍しい,形容詞,It is unusual to see rock stars wearing a tie!,ロックスターがネクタイを締めているのを見ることはあまりない。
up,上へ；立って；起こって,形容詞,I may give up soon and just nap instead.,すぐに諦めて昼寝をするかも知れない。
useful,役に立つ,形容詞,My computer has got to be useful for something.,私のパソコンは何かの役に立つはずだ。
usual,いつもの,形容詞,Bread and butter is my usual breakfast.,バター付きパンは私のいつもの朝食です。
white,白,形容詞,What's the matter? asked the little white rabbit.,「どうかしたの？」と小さな白いウサギが聞きました。
whole,全部の,形容詞,It almost scared me not to see you online for a whole day.,丸一日オンラインで君を見ないなんてびっくりだよ。
wide,広い,形容詞,You're wide of the mark.,君の推測は的はずれだ。
wild,野生の,形容詞,Look out for the wild dog!,狂犬にご注意。
wonderful,素晴らしい,形容詞,I think it's wonderful that you're going on a picnic.,君がピクニックに行くなんてすばらしいことだと思う。
wooden,木でできた,形容詞,The hermit lived in a wooden hut.,隠者は木造の小屋に住んでいた。
wrong,間違った；間違って,形容詞,You took the wrong key.,君は違う鍵を取った。
yellow,黄色,形容詞,Who's the girl in a yellow raincoat?,黄色いレインコートを着ている女の子はだれですか。
young,若い,形容詞,You're still too young to get a driver's license.,君は運転免許をとるには、まだ若すぎる。
active,活動的な；能動的な,形容詞,Observation is a passive science， experimentation an active science.,観察は消極的な科学であり、実験は積極的な科学である。
alive,生きている,形容詞,For some reason I feel more alive at night.,私はなぜか夜の方が元気だ。
anxious,心配している,形容詞,I have been anxious about your health.,君の健康が気になっている。
attractive,魅力的な,形容詞,A model must have an attractive body.,モデルは魅力のある体をしていなければならない。
available,利用できる,形容詞,The only room available is a double.,空いておりますのは、ダブルのお部屋だけになります。
average,平均の；普通の,形容詞,Your marks were well below average this term.,君の成績は今学期は平均よりだいぶ下だった。
blind,目の見えない,形容詞,There's a blind man looking for a shadow of doubt.,疑惑の影を捜そうとする盲人。
brief,短時間の；簡潔な,形容詞,After a brief peace， war broke out again.,つかの間の平和の後でまた戦争が起こった。
brilliant,才気ある,形容詞,Shine on my brilliant soul.,輝ける魂と共に。
broad,広範囲の,形容詞,The burglar broke into the post office in broad daylight.,強盗は白昼堂々と郵便局を襲った。
calm,穏やかな,形容詞,Try and calm down.,気持ちを落ち着かせるようにしなさい。
capable,能力がある,形容詞,Nancy is a capable nurse.,ナンシーは有能な看護婦です。
capital,主要な,形容詞,You must employ your capital well.,君は資金をうまく運転しなくてはならない。
chief,主要な； 最重要の,形容詞,You don't have proper dignity as chief of the section.,君は課長としての貫禄がないね。
classical,古典的な,形容詞,I was keen on classical music in my school days.,学生時代は、クラシック音楽に夢中でした。
common,共通の;  普通の;  一般的な,形容詞,Love of money is common to all men.,金銭欲は万人に共通している。
constant,不変の；不断の,形容詞,I'm fed up with your constant complaining.,君の相変わらずの愚痴には、むかつくよ。
correct,正しい，訂正する,形容詞,If you see a mistake， then please correct it.,もし間違いを見つけたら訂正してください。
creative,創造力のある,形容詞,Machinery robs work of creative interest.,機械は仕事から創造的な興味を奪う。
criminal,犯罪の，犯人,形容詞,That is a criminal offense， and you will surely be punished!,それは犯罪行為です。本当に罰せられますよ！
cultural,文化的な,形容詞,What do you mean by cultural relativism?,「文化相対主義」とはどういう意味ですか。
curious,好奇心がある,形容詞,A curious disease struck the town.,奇妙な病気が町を襲った。
current,現在の,形容詞,Everyone of us will have to accept the current of the times.,だれしも世の風潮には抵抗しがたいものだ。
dramatic,劇的な ,形容詞,Don't take that dramatic attitude all of a sudden.,急に芝居がかった態度をとるな。
economic,経済の,形容詞,More money for education will spur economic growth.,教育にもっとお金をかければ、経済成長に拍車がかかるだろう。
electric,電気の,形容詞,The strong wind cut the electric wires in several places.,強風のため電線が数箇所で切断された。
emotional,感情の,形容詞,This job makes tremendous claims on our emotional strength.,この仕事をするには我々が非常に気持ちをしっかり持つことが必要だ。
enormous,巨大な,形容詞,There was an enormous traffic jam in downtown Kyoto.,京都の繁華街は交通渋滞がすごかった。
entire,全体の；完全な,形容詞,During the vacation， I read the entire works of Milton.,休暇中にミルトンの全作品を読んだ。
environmental,環境の；環境保護の,形容詞,How to deal with environmental pollution is a serious matter.,環境汚染にいかに取り組むかは深刻な問題である。
equal,等しい,形容詞,He is equal to the task.,彼はその仕事をやる能力がある。
evil,悪,形容詞,That was an evil bunny.,こいつは悪いウサギだった。
excellent,非常に優れた,形容詞,You did an excellent job.,君は見事にやってのけた。
extreme,極端な，極度,形容詞,They are the extreme cases.,それは極端な場合だ。
familiar,よく知られた,形容詞,All of you are familiar with the truth of the story.,皆がその話の真相をよく知っている。
famous,有名な,形容詞,In his fantasy， he imagined he was a famous writer.,空想の中では、彼は有名な作家になっていた。
fantastic,素晴らしい；幻想的な,形容詞,The rocks are weathered into fantastic forms.,岩が風化して奇異な形になる。
female,女性,形容詞,The socialist was accompanied by a female interpreter.,その社会主義者は女性の通訳を同伴させていた。
financial,財政の；金融の,形容詞,Costs of financial services are rising in every country.,金融サービスのコストはどの国でも高くなっている。
firm,堅い；安定した,形容詞,The firm went under due to lack of capital.,会社は資金不足のため倒産した。
folk,人の、民族の,形容詞,That folk singer is very popular with people in general.,あのフォーク歌手は大衆に大変人気がある。
foreign,外国の,形容詞,It is important for you to learn a foreign language.,君が外国語を学ぶ事は重要です。
