able,〜することができる,形容詞,Sorry， I don't think I'm gonna be able to.,ごめん。出来るとは思えないよ。
grand,壮大な,形容詞,It is quite a grand view.,それは実に雄大な眺めだ。
guilty,有罪の,形容詞,He hasn't been proven guilty yet.,まだ有罪になった訳ではない。
ill,病気で，悪く,形容詞,You are too ready to speak ill of others.,君はよく人の悪口を言う。
illegal,違法の,形容詞,Everybody took a hostile attitude toward illegal aliens.,皆が不法外国人に対して敵対的な態度を取った。
immediate,即時の；直近の,形容詞,We received an immediate answer to our letter.,我々はすぐに手紙の返事を受け取った。
impressive,印象的な,形容詞,The house is not impressive if you're thinking of size.,大きさをお考えならば、その家は立派とは言えません。
industrial,産業の,形容詞,Banks are cutting lending to industrial borrowers.,銀行は産業向け貸出を減らしている。
innocent,無邪気な；無罪の,形容詞,The man said he was innocent of the crime.,その男は罪を犯していないと言った。
intense,激しい,形容詞,Due to the intense sunlight， his back was sunburnt.,強い日差しで彼の背中はひどく焼けた。
keen,鋭い,形容詞,I was keen on classical music in my school days.,学生時代は、クラシック音楽に夢中でした。
legal,合法的な；法的な,形容詞,It is better for you to act by legal means.,あなたは合法的手段で行動する方がよい。
likely,ありそうな；～しそうである；適した,形容詞,Judging from the look of the sky， it is likely to rain.,空模様から判断すると、雨になりそうだ。
loose,ゆるい；自由な,形容詞,No money， no job， no friends. He was truly at loose ends.,金もなし、仕事もなし、友達もなし。かれは、ほんとうにとほうにくれた。
male,男性,形容詞,The male ape is intelligent by nature.,そのオスざるは生まれつき頭が良い。
massive,巨大な；大量の,形容詞,We came up against massive popular resistance.,我々は大掛かりな大衆の抵抗に直面した。
medical,医療の,形容詞,I need medical help.,急患で診ていただきたいのですが。
mental,精神の,形容詞,A high forehead is indicative of great mental power.,額が広いのは頭がとてもいいことを表している。
minor,小さい；少ない；重要でない,形容詞,A couple of flights were delayed on account of a minor accident.,ちょっとした事故が原因で、２、３便に遅れが出た。
model,模型を作る，模範となる,形容詞,I'll make a model plane for you.,君のために模型飛行機を作ってあげよう。
modern,現代の,形容詞,The lack of modern post facilities caused trouble for many shippers.,近代的な港湾施設がないために、多くの船積み業者が不便を被った。
motor,自動車の，動力を起こす,形容詞,The motor started to run.,モーターは動き出した。
narrow,狭い,形容詞,Have you ever had a narrow escape?,九死に一生を得たことがありますか。
neither,どちらも～ない,形容詞,What you say is neither here nor there.,君の言う事は問題外である。
nervous,神経質な；緊張して,形容詞,Passengers became nervous when the plane began to vibrate.,機体が揺れ始めて乗客は不安になった。
northern,北の,形容詞,More people live in the northern part of the city.,街の北部のほうが、人口が多い。
official,公式な；公的な,形容詞,His official title at the company is Assistant to the President.,会社での彼の正式な肩書きは社長補佐である。
opposite,反対側の,形容詞,Delight is the opposite of sorrow.,喜びの反意語は悲しみです。
ordinary,普通の,形容詞,Please come in an ordinary dress.,普段着でおいでください。
original,最初の；原始的な；独創的な，原物,形容詞,Set your translation against the original once again.,もう一度翻訳を原文と比較してみなさい。
patient,辛抱強い,形容詞,Be patient please. It takes time.,我慢してください。時間がかかります。
physical,身体の；肉体の,形容詞,Scientists deal mainly with physical matters.,科学者は主として物質の問題を取り扱う。
pink,ピンク,形容詞,I'm tickled pink about winning 10，000 yen at the horse races.,競馬で万馬券を当ててウハウハなんだ。
plain,地味な；質素な,形容詞,Your opinion is off the mark. That's plain to anyone.,君の意見がおかしいのは、誰の目にも一目瞭然でしょうが。
pleasant,気持ちのよい,形容詞,Nothing is so pleasant as traveling by air.,空の旅ほど愉快なものはない。
political,政治の,形容詞,Corporate political donations are coming under heavy scrutiny.,企業の政治献金は厳しい検査の対象になっています。
popular,人気のある,形容詞,What kind of songs are popular these days?,近頃どんな曲が流行ってますか。
positive,確かな；肯定的な；前向きな,形容詞,I am positive that he is wrong.,確かに彼が間違っていると思うよ。
practical,実用的な,形容詞,It's practical to have a laptop.,パソコンを持つことは実用的です。
pregnant,妊娠している,形容詞,How many months pregnant are you?,妊娠何か月ですか。
presidential,大統領・社長の,形容詞,He was being groomed as a presidential candidate.,大統領候補者として推薦されていた。
previous,前の,形容詞,The evidence corresponds to his previous statement.,その証拠は彼の前回の証言と一致している。
prime,最も重要な；最上の,形容詞,If I were prime minister， I'd give Clinton a good talking to.,俺が日本の総理大臣ならクリントンにガツンと言ってやるのになあ。
private,私的な；個人的な,形容詞,You shouldn't read people's private letters without permission.,許可なしで他人の私的な手紙を読むべきではない。
professional,専門職の；プロの,形容詞,Your singing puts professional singers to shame.,君の歌はプロ顔負けだ。
proud,誇りに思う,形容詞,I am proud to be a part of this project.,私はこのプロジェクトに参加できることを誇りに思います。
pure,純粋な,形容詞,The air by the sea is pure and healthy.,海辺の空気はきれいで健康的だ。
rapid,急速な,形容詞,There was a rapid decline in stock prices.,株価の急激な下落があった。
rare,珍しい,形容詞,It is not rare at all to live over ninety years.,９０歳以上生きることは決してまれではない。
regardless,～に注意しない；～にかかわらず,形容詞,The meeting will be held regardless of the weather.,会議は天候に関係なく開かれるでしょう。
regional,地域の,形容詞,Foreign investors backed off because of regional political unrest.,外国資本家は現地の政情不安が理由で手を引きました。
regular,定期的な；規則的な,形容詞,You must form regular habits.,君は規則正しい習慣を身につけないといけない。
reliable,信頼できる,形容詞,He may still be young， but he really is a reliable person.,なるほど彼はまだ若いが、実に信頼できる人物だ。
remarkable,顕著な,形容詞,In recent years， science has made remarkable progress.,近年科学は目覚しく進歩した。
royal,国王の,形容詞,Keep in mind that there's no royal road to anything.,何事にも楽な方法はないと言うことを覚えておきなさい。
secret,秘密の,形容詞,There's a secret path on the left.,左側に秘密の通路がある。
senior,年長者；先輩；高齢者,形容詞,Are you a senior high school student?,君は高校生ですか。
separate,離す；分ける，分かれた,形容詞,We'd like separate checks.,勘定書は別々にお願いします。
sharp,鋭い；とがった,形容詞,I have a sharp pain in my chest.,胸がひどく痛みます。
signal,信号，合図する；示す，際立った,形容詞,The driver could not distinguish the signal in the fog.,運転手は霧で信号がよく見えなかった。
similar,よく似た,形容詞,Your problem is similar to mine.,君の悩みは僕の悩みと同じだ。
smart,（勉強面で）賢い,形容詞,You look smart in the shirt.,君はそのシャツを着るとしゃれてみえる。
smooth,なめらかな，なめらかにする,形容詞,The sea was as smooth as glass.,海は鏡のようになめらかだった。
social,社会的な,形容詞,Hunger is one of the greatest social miseries.,空腹は最大の社会的不幸の一つである。
solid,固体の；堅実な,形容詞,The bureaucrats maintain solid ties with the gigantic corporations.,官僚達は大企業との強固な関係を維持している。
southern,南部の,形容詞,The house has a southern aspect.,その家は南向きである。
spare,予備；スペア,形容詞,We have three spare rooms， none of which can be used.,空き部屋が３つあるが、そのうちのどれも使えない。
specific,明確な；特定の,形容詞,I want specific information.,具体的に話して欲しい。
stable,安定した（一時的）,形容詞,Prices are stable these days.,このところ物価が安定している。
standard,標準，標準の,形容詞,You have to learn standard English.,君は標準英語を学ばなくてはいけない。
steady,安定した（継続）,形容詞,How about going steady with me?,僕と付き合ってくれませんか？
successful,成功した,形容詞,Our sales campaign is successful in a big way.,我が社の販促活動は大いに成功しています。
thin,薄い；細い,形容詞,The gold was beaten into thin plates.,金は打ち延ばされ薄い板になった。
tiny,とても小さい,形容詞,You look tiny next to a sumo wrestler.,君は相撲取りの隣にくるとちっぽけにみえる。
tough,丈夫な；骨の折れる,形容詞,Donkeys are tough animals.,ロバは丈夫な動物だ。
traditional,伝統的な,形容詞,The Dodgers and Giants， traditional rivals， arrived together.,ドジャースとジャイアンツが呉越同舟でやってきた。
typical,典型的な,形容詞,It is often pointed out that a vague smile is typical of the Japanese.,意味不明の微笑が日本人に特有である、としばしば指摘される。
upper,上の,形容詞,My upper right wisdom tooth hurts.,右上の親知らずが痛みます。
upset,動揺した,形容詞,I'm sorry to upset your plans.,君の計画を台無しにしてすまなく思ってます。
valuable,値段が高い,形容詞,The gold coin was much more valuable than was supposed.,金貨は思ったよりはるかに価値があった。
variable,変わりやすい,形容詞,variable weather,変わりやすい天気
various,様々な,形容詞,Air is a mixture of various gases.,空気はさまざまな気体の混合物である。
violent,暴力的な,形容詞,There was a violent storm at sea.,海上では激しい嵐だった。
weak (power),弱い,形容詞,Everybody has weaknesses.,誰にでも弱点はある。
weird,変な,形容詞,There was something weird about the incident.,その事件には何となく気味の悪いところがあった。
western,西の,形容詞,France is in western Europe.,フランスは西ヨーロッパにある。
wise,（生き方が）賢い,形容詞,You made a wise choice.,君は賢い選択をした。
abstract,抽象的な;  理論的な,形容詞,The theory is too abstract for me.,その理論は私にはちんぷんかんぷんだ。
accurate,正確な,形容詞,Give me an accurate report of what happened.,何が起こったのか正確な報告をしなさい。
adequate,適正な；十分な,形容詞,That threw adequate light on his feelings toward her.,それが彼女に対する彼の気持ちを十分に明らかにした。
aggressive,積極的な; 攻撃的な; 好戦的な,形容詞,The aggressive salesman urged me to sign the contract right away.,強引な販売員がすぐに契約書に署名するよう強く迫った。
agricultural,農業の,形容詞,Global agricultural output was expanding.,世界的な農業生産高は伸びていた。
ancient,古代の,形容詞,We discovered relics of an ancient civilization.,我々は古代文明の遺跡を発見した。
annual,毎年の,形容詞,Our company has annual sales of a thousand million yen.,我社の年間売り上げは１０億円である。
appropriate,適切な,形容詞,Let no one appropriate a common benefit.,何人たりとも公共の利益を独占すべきではない。
biological,生物学的な,形容詞,How long adolescence continues is determined by biological factors.,青春期がどのくらい長く続くかは生物学的要因によって決る。
characteristic,特徴的な,形容詞,Slow speech is characteristic of that man.,ゆっくりとした話し方はその男に特有なものだ。
civil,市民の,形容詞,The novel is centered on the Civil War.,その小説は南北戦争を軸にしている。
clinical,臨床の,形容詞,The clinical records in most hospitals are kept in alphabetical order.,たいていの病院ではカルテはアルファベット順に保管されている。
competitive,競争の；競争心の強い,形容詞,We have made an effort to quote our most competitive price.,最も安い価格をご提示するよう努力してまいりました。
complex,複雑な,形容詞,Their communication may be much more complex than we thought.,彼らのコミュニケーションは我々が考えてきたものよりはるかに複雑かもしれません。
component,構成要素；部品,形容詞,The components obtained by distillation of coal tar are as shown below.,コールタールを蒸留して得られる成分名は下表の通りである。
comprehensive,包括的な；理解力のある,形容詞,There is no such a thing as a comprehensive textbook.,すべてを網羅した教科書など存在しない。
confident,自信のある,形容詞,We are firmly confident of victory.,我々は勝利をかたく確信している。
conservative,保守的な,形容詞,On the whole， the older a man grows， the more conservative he becomes.,概して、年をとるとますます保守的になります。
considerable,かなりの,形容詞,To Brian's surprise， his debt amounted to a considerable sum.,ブライアンが驚いた事に、借金はかなりの額になっていた。
consistent,一貫した；一致した,形容詞,Your principles are not consistent with your actions.,君の信条は行為と一致していない。
controversial,物議を醸す,形容詞,We sided with him in the controversy.,その論争で我々は彼に味方した。
conventional,従来の,形容詞,Plastics have taken the place of many conventional materials.,プラスチックが従来の多くの材料に取って代わった。
corporate,法人組織の；団体の,形容詞,The deterioration of corporate earnings has yet to bottom out.,企業収益の悪化はまだ底を打っていない。
critical,重大な；危機の,形容詞,You are too critical of others' shortcomings.,君は他人のあらさがしをしすぎるよ。
crucial,決定的な,形容詞,My courage failed me at the crucial moment.,いざとなったら勇気が無くなった。
democratic,民主的な,形容詞,Introducing democratic ideas into that country will be a slow process.,その国へ民主的な考えを導入するには時間がかかるだろう。
digital,デジタルの,形容詞,We heard about your company from Mr Morris of Digital Com Company.,デジタルコム社のモリス氏より貴社について伺いました。
distant,（距離的、時間的に）遠い,形容詞,We can see distant objects with a telescope.,遠くの物が望遠鏡で見える。
distinct,はっきりした；明白な,形容詞,Your way of thinking is quite distinct from mine.,君の考えは僕の考えとまるで違う。
domestic,国内の,形容詞,Smoking is now banned on all domestic plane flights.,喫煙は今では、全ての国内線のフライトで禁止されている。
eastern,東方の,形容詞,We lack an incentive for pursuing the eastern market.,我々は東部市場を開拓しようと言う気持ちが欠けている。
effective,効果的な,形容詞,We have yet to discover an effective remedy for cancer.,癌の効果的な治療法はまだ発見されていない。
efficient,効率的な；有能な,形容詞,It is hard to imagine a more efficient way of catching food.,食物を取るのにこれ以上効果的なやり方は想像できないほどなのである。
electronic,電子の,形容詞,The use of electronic computers is growing rapidly.,コンピューターの使用は急速に増加しつつある。
equivalent,同等の；相当する，同等物,形容詞,That Japanese word has no equivalent in English.,その日本語に対応する英語はない。
essential,不可欠な；本質的な,形容詞,Diligence is essential to success in life.,勤勉は人生の成功に不可欠である。
ethnic,民族的な,形容詞,These foods are associated with ethnic groups.,これらの食べ物は、さまざまな民族の集団を連想させる。
experimental,実験的な,形容詞,There must be a defect in the experimental method.,実験方法に欠陥があるに違いない。
extensive,広い,形容詞,The flood did the village extensive damage.,洪水が村に大きな被害を与えた。
external,外部の,形容詞,Save it on the external hard drive.,外付けのハードディスクに保存しといて。
extraordinary,異常な,形容詞,The clumsy man envied her extraordinary talent.,その不器用な男は彼女の非凡な才能を羨んだ。
federal,連邦,形容詞,Please send this by Federal Express.,これをフェデラル・エクスプレスで送ってください。
flexible,柔軟な,形容詞,You must be flexible in your thinking.,考え方は柔軟でなければならない。
formal,正装の,形容詞,I utterly despise formal writing!,堅い書き物は大嫌いだ。
frequent,頻繁な,形容詞,The teacher was worried by Tom's frequent absence from class.,教師はトムのたび重なる欠席を心配した。
functional,機能的な,形容詞,Is this engine functional?,このエンジンは動くのですか。
fundamental,基本的な,形容詞,There is a fundamental difference between your opinion and mine.,君と私の意見には基本的な違いがある。
genetic,遺伝の,形容詞,There seems to be some genetic problem with this animal.,この動物には何か遺伝的な問題があるようだ。
genuine,本物の,形容詞,For years the picture passed as a genuine Rembrandt.,何年もの間その絵は本物のレンブラントとして通用していた。
global,世界的な,形容詞,We must look at the problem from a global point of view.,我々はその問題を世界的視野で見なければならない。
graduate,卒業する，卒業生，大学院の,形容詞,When did you graduate from Oxford?,オックスフォードをいつ卒業したか。
grateful,感謝している,形容詞,I am very grateful to you for your help.,私はあなたが手伝ってくれたことを感謝しています。
independent,独立した,形容詞,Certainly he is independent of him.,確かに彼は両親から独立している。
initial,最初の，頭文字,形容詞,The initial symptoms of the disease are fever and sore throat.,その病気の初期症状は高熱とのどの痛みです。
institutional,制度の,形容詞,The institution must be protected.,その習慣は守らなくてはならない。
interior,内部；室内；インテリア,形容詞,The interior of the house was very attractive.,その家の内部はとても魅力的だった。
internal,内部の,形容詞,The stomach is one of the internal organs.,胃は内臓の一つである。
international,国際的な,形容詞,Our club is affiliated with an international organization.,我々のクラブは国際的な組織に加入した。
liberal,自由主義の,形容詞,Mr. White is a liberal politician.,ホワイト氏は進歩的な政治家だ。
literary,文学の,形容詞,A criticism of literary works this year is in the paper.,新聞に今年の文学作品に対する論評が載っている。
mature,成熟した,形容詞,After mature reflection， I've decided to accept their offer.,よく考えた後で彼らの申し出に応じることにした。
mere,単なる,形容詞,You are no longer a mere child.,君はもはや子供なんかではない。
mobile,動き回れる，動きやすい,形容詞,This type of mobile phone sells well.,この型の携帯電話はよく売れています。
moderate,適度の,形容詞,Don't go to extremes. To be moderate is important in anything.,極端に走ってはいけない。適度であることは何事においても大切である。
moral,道徳；モラル,形容詞,We will give them moral support.,我々は彼らに精神的な支援を与えよう。
multiple,複数の,形容詞,There was a multiple collision on the highway.,高速道路では多数の衝突があった。
mutual,互いの; 交互の,形容詞,Discussion is based upon mutual respect.,議論は相互の尊敬の念に基づいている。
negative,否定の；後ろ向きの，否定；拒否,形容詞,Some people argue that technology has negative effects.,科学技術にはマイナスの影響があると主張する者もいる。
nuclear,核の；原子力の,形容詞,Nuclear power plants are dangerous， not to mention nuclear weapons.,核兵器は言うまでもなく、原子力発電所も危険である。
numerous,多くの,形容詞,We have made numerous improvements to our house since we bought it.,家を購入してからいろいろ手直しをしてきた。
organic,有機体の；オーガニック,形容詞,She majors in organic chemistry.,彼女は有機化学を専攻している。
overall,全部の；総合的な，全体として,形容詞,The overall output was tons.,全生産高はＸトンであった。
pale,青白い；淡い,形容詞,You look pale today.,君今日は顔色が悪いよ。
parallel,平行な，平行線,形容詞,The road is parallel to the river.,その道路は川と並行している。
permanent,永続的な,形容詞,Please give me your permanent address.,君の連絡先住所を教えてください。
potential,可能性，潜在的な,形容詞,Education aims to develop potential abilities.,教育は潜在する能力の開発をめざすものだ。
precise,精密な；正確な,形容詞,Above all， logic requires precise definitions.,とりわけ、論理学には正確な定義が要求される。
primary,主要な；第一位の,形容詞,The primary aim of science is to find truth， new truth.,科学の第一の目的は、心理を、新しい真理を発見することである。
principal,主要な,形容詞,Mr Hunt is principal of our school.,ハント先生が私たちの学校の校長だ。
prior,前の; 優先する,形容詞,This happened prior to receiving your letter.,君の手紙を受け取る前にこの事は起こった。
psychological,心理的な,形容詞,It is the psychological moment to let the cat out of the bag.,秘密をばくろするのは、心理的に最も効果のある時である。
racial,人種の,形容詞,We shall continue our efforts to eradicate racial discrimination.,我々は人種差別を完全に無くす努力を必ず続けて行く。
radical,抜本的な；急進的な,形容詞,His argument is more radical than yours.,君の議論に比べて彼の議論はもっと急進的だ。
random,無作為の,形容詞,The opinion poll was based on a random sample of adults.,その世論調査は無作為に選ばれた成人に基づいてなされた。
raw,生の；未加工の,形容詞,Can you eat raw oysters?,君は生のカキは食べれますか。
relevant,関連した,形容詞,Your question is not relevant to the subject.,君の質問は当面の話題とは関係がない。
religious,宗教的な,形容詞,Full religious freedom is assured to all people.,完全な宗教の自由が万人に保証されている。
remote,（都会や文明から）遠い,形容詞,Living as I do in a remote village， I seldom have visitors.,なにぶんこんな辺ぴな村に住んでいるので、めったに客は来ない。
resident,居住している，住民,形容詞,"What does ""resident alien"" mean?",「居住外国人」とは、どういう意味ですか。
retail,小売,形容詞,The small retail outlet is only a front for a much larger entity.,あの小売店のバックにはもっと大きな会社がひかえています。
rival,ライバル,形容詞,We had been rival lovers at one time.,我々はかつて、恋敵だった。
romantic,ロマンチックな,形容詞,I went to the South Pacific for a summer of romantic adventure.,一夏のアバンチュールを求めて南の島へ行きました。
rural,田舎の；農村の,形容詞,We spent our holiday exploring rural France.,私たちはフランスの田舎を探索して休日をすごした。
sensitive,敏感な；繊細な,形容詞,You are too sensitive to criticism.,君は批判を気にしすぎる。
severe,厳しい,形容詞,Mr Yoshida is too severe with his children.,吉田さんは子供に対して厳格すぎる。
significant,重要な,形容詞,But the benefits are significant at all ages.,しかし、その利点は、あらゆる年齢層で大きな意味を持っているのである。
silent,静かな,形容詞,Students must keep silent during class.,学生は授業中、静かにしていなければならない。
strict,厳格な,形容詞,The doctor ordered her to go on a strict diet.,医者は彼女に厳しい規定食を勧めた。
structural,構造の,形容詞,The structural formula for water is H-O-H.,水の構造式は H-O-H である。
subsequent,次の; 後の,形容詞,I want quick action subsequent to the decision.,決定の後すみやかに実行に移して欲しい。
substantial,かなりの; 実質的な,形容詞,Thanks to the opportunity， we were able to avoid substantial effort.,この機会のおかげで私たちは大いに手間暇が省ける。
sufficient,十分な,形容詞,To begin with， the funds are not sufficient for running a grocery.,まず第一に、雑貨店を運営するには資金が不十分だ。
technical,技術的な；専門的な,形容詞,These technical terms derive from Greek.,これらの専門用語はギリシャ語に由来している。
temporary,一時的な,形容詞,I made a temporary repair to the broken door.,壊れたドアに応急的な修理をした。
tender,柔らかい,形容詞,The rough material hurt the child's tender skin.,きめの粗い材質がその子の柔らかい肌を傷つけた。
theoretical,理論的な,形容詞,That shows his theoretical background.,それは彼の理論的背景を示している。
unique,独特の,形容詞,The rapid growth of the firm was attributed to its unique strategy.,その会社の急速な成長はその独特な戦略によるものだった。
universal,全世界の；普遍的な,形容詞,English is a universal language and is used all over the world.,英語は国際語であり、世界中で使われています。
unlike,似ていない，〜と違って,形容詞,Bill is completely unlike his brother.,ビルは彼の兄にはまったく似ていない。
urban,都会の,形容詞,Bicycles are tools for urban sustainability.,自転車は都会の環境を破壊することなく資源利用を持続することのできる道具である。
vast,広大な,形容詞,This vast continent is abundant in fossil fuels.,その広大な大陸は化石燃料が豊富だ。
visible,目に見える,形容詞,Numerous stars were visible in the sky.,空には多数の星が見えた。
visual,視覚の,形容詞,There were still no visual signs of spring.,まだ目にみえる春の兆しはなかった。
vital,極めて重要な,形容詞,Your help is vital to the success of our plan.,我々は計画が成功するには君の援助がどうしても必要だ。
voluntary,自発的な；任意の；無償の,形容詞,The company appealed for people to take voluntary resignation.,会社は退職者を募った。
wealthy,裕福な,形容詞,Yachts are for the wealthy few.,ヨットは少数の金持ちだけが楽しめるものだ。
odd,奇妙な,形容詞,Even times odd is even， odd times odd is odd.,偶数掛ける奇数は偶数、奇数掛ける奇数は奇数。
online,オンラインの,形容詞,It almost scared me not to see you online for a whole day.,丸一日オンラインで君を見ないなんてびっくりだよ。
due,期日の、 満期の,形容詞,Your poor memory is due to poor listening habits.,君の記憶力が悪いのは人の話を聞く習慣がちゃんとできていないからだ。
fellow,仲間,形容詞,What a haughty fellow he is!,なんてごう慢なやつだ。
first,一番最初の,形容詞,Wash before first wearing.,最初着る前に洗濯してください。
fun,楽しい,形容詞,It would be fun to see how things change over the years.,年月を経て物事がどう変わっていくか見るのは面白そうだ。
giant,巨大な,形容詞,Nancy had never seen a giant panda before.,ナンシーはそれ以前にはパンダを見たことがなかった。
gray,灰色の,形容詞,It's very gray outside.,外はどんよりしている。
great,すばらしい,形容詞,It's difficult to have great ideas.,素晴らしい考えを思いつくのは難しい。
in,〜の中の,形容詞,I was in the mountains.,私は山にいました。
new,新しい,形容詞,I thought you liked to learn new things.,あなたは新しいことを勉強したいのだと思った。
no,いいえ，少しの～もない；決して～ない,形容詞,A rolling stone gathers no moss is a proverb.,「転がる石は苔をもつけず」はことわざである。
on,～の上にある,形容詞,It depends on the context.,それは文脈による。
warm,少し熱い,形容詞,The visitors were greeted with warm handshakes.,客たちは暖かい握手で迎えられた。
wet,濡れている，濡らす,形容詞,You're wet through.,君はずぶぬれだ。
light,軽い,形容詞,It's just five in the morning， but nevertheless it is light out.,朝の４時４５分だというのに明るい。
Ideal,理想,形容詞,The seaside is an ideal spot for the children to play.,海辺は子供たちが遊ぶのに理想的な場所だ。
Surface,表面の,形容詞,One third of the earth's surface is desert.,地球の表面の３分の１は砂漠である。
bore,退屈させる,形容詞,He bore the future of the company on his shoulders.,会社の行く末は彼の肩に掛かっていた。
kind,優しい,形容詞,I want to become a kinder person.,もっと優しい人になりたい。
